mapid,county,parish,barcode,edition,sheet,year,cd_title,image_id
4064,POTTINGER,URANGERA,118672,1,1,1881,PMapTH05,11867201
4064,POTTINGER,URANGERA,118671,2,1,1895,PMapTH05,11867101
4064,POTTINGER,URANGERA,118670,3,1,1909,PMapTH05,11867001
4064,POTTINGER,URANGERA,118669,4,1,1917,PMapTH05,11866901
4064,POTTINGER,URANGERA,118668,5,1,1935,PMapTH05,11866801
4064,POTTINGER,URANGERA,118667,6,1,1971,PMapTH05,11866701
4065,POTTINGER,WALLA WALLA,151009,1,1, ,PMapTH05,15100901
4065,POTTINGER,WALLA WALLA,151009,1,1, ,PMapTH05,15100902
4065,POTTINGER,WALLA WALLA,151009,1,1, ,PMapTH05,15100903
4065,POTTINGER,WALLA WALLA,151009,1,1, ,PMapTH05,15100904
4065,POTTINGER,WALLA WALLA,118666,2,1,1893,PMapTH05,11866601
4065,POTTINGER,WALLA WALLA,118665,3,1,1908,PMapTH05,11866501
4065,POTTINGER,WALLA WALLA,118664,4,1,1918,PMapTH05,11866401
4065,POTTINGER,WALLA WALLA,118663,5,1,1928,PMapTH05,11866301
4065,POTTINGER,WALLA WALLA,118662,6,1,1940,PMapTH05,11866201
4066,POTTINGER,WALLA WALLA WEST,118661,1,1,1881,PMapTH05,11866101
4066,POTTINGER,WALLA WALLA WEST,118660,2,1,1896,PMapTH05,11866001
4066,POTTINGER,WALLA WALLA WEST,118659,3,1,1913,PMapTH05,11865901
4066,POTTINGER,WALLA WALLA WEST,118658,4,1,1921,PMapTH05,11865801
4067,POTTINGER,WESTON,151010,2,1, ,PMapTH05,15101001
4067,POTTINGER,WESTON,151010,2,1, ,PMapTH05,15101002
4067,POTTINGER,WESTON,151010,2,1, ,PMapTH05,15101003
4067,POTTINGER,WESTON,151010,2,1, ,PMapTH05,15101004
4067,POTTINGER,WESTON,118657,3,1,1899,PMapTH05,11865701
4067,POTTINGER,WESTON,118656,4,1,1916,PMapTH05,11865601
4067,POTTINGER,WESTON,118655,5,1,1939,PMapTH05,11865501
4068,POTTINGER,WILLALA,118654,1,1,1890,PMapTH05,11865401
4068,POTTINGER,WILLALA,153705,1,1,1890,PMapME07,15370501
4068,POTTINGER,WILLALA,153705,1,1,1890,PMapME07,15370502
4068,POTTINGER,WILLALA,118653,2,1,1896,PMapTH05,11865301
4068,POTTINGER,WILLALA,153704,2,1,1896,PMapME07,15370401
4068,POTTINGER,WILLALA,118652,3,1,1912,PMapTH05,11865201
4068,POTTINGER,WILLALA,118651,4,1,1927,PMapTH05,11865101
4068,POTTINGER,WILLALA,125685,4,1,1927,PMapME07,12568501
4068,POTTINGER,WILLALA,118650,5,1,1932,PMapTH05,11865001
4068,POTTINGER,WILLALA,125684,5,1,1932,PMapME07,12568401
4069,POTTINGER,WILSON,118649,1,1,1881,PMapTH05,11864901
4069,POTTINGER,WILSON,118648,2,1,1897,PMapTH05,11864801
4069,POTTINGER,WILSON,118647,3,1,1917,PMapTH05,11864701
4069,POTTINGER,WILSON,118646,4,1,1932,PMapTH05,11864601
406,BENARBA,BIROO,127127,1,1,1880,PMapME02,12712701
406,BENARBA,BIROO,127126,2,1,1898,PMapME02,12712601
406,BENARBA,BIROO,127125,3,1,1914,PMapME02,12712501
4070,POTTINGER,WONDOBA,118645,1,1,1883,PMapTH05,11864501
4070,POTTINGER,WONDOBA,118644,2,1,1895,PMapTH05,11864401
4070,POTTINGER,WONDOBA,118643,3,1,1904,PMapTH05,11864301
4070,POTTINGER,WONDOBA,118642,4,1,1913,PMapTH05,11864201
4070,POTTINGER,WONDOBA,118641,5,1,1924,PMapTH05,11864101
4070,POTTINGER,WONDOBA,118640,6,1,1939,PMapTH05,11864001
4071,POTTINGER,YARRAMAN,118639,2,1,1891,PMapTH05,11863901
4071,POTTINGER,YARRAMAN,118638,3,1,1899,PMapTH05,11863801
4071,POTTINGER,YARRAMAN,118637,4,1,1909,PMapTH05,11863701
4071,POTTINGER,YARRAMAN,118637,4,1,1909,PMapTH05,11863702
4071,POTTINGER,YARRAMAN,118636,5,1,1922,PMapTH05,11863601
4071,POTTINGER,YARRAMAN,118636,5,1,1922,PMapTH05,11863602
4072,POTTINGER,CALALA,151016,1,1, ,PMapTH04,15101601
4072,POTTINGER,CALALA,151016,1,1, ,PMapTH04,15101602
4072,POTTINGER,CALALA,151016,1,1, ,PMapTH04,15101603
4072,POTTINGER,CALALA,151016,1,1, ,PMapTH04,15101604
4072,POTTINGER,CALALA,118848,2,1,1893,PMapTH04,11884801
4072,POTTINGER,CALALA,118847,3,1,1909,PMapTH04,11884701
4072,POTTINGER,CALALA,118846,4,1,1922,PMapTH04,11884601
4072,POTTINGER,CALALA,118845,5,1,1951,PMapTH04,11884501
4073,POTTINGER,GORAGILLA,118784,1,1,1884,PMapTH05,11878401
4073,POTTINGER,GORAGILLA,118783,2,1,1896,PMapTH05,11878301
4073,POTTINGER,GORAGILLA,118782,3,1,1907,PMapTH05,11878201
4073,POTTINGER,GORAGILLA,118781,4,1,1918,PMapTH05,11878101
4073,POTTINGER,GORAGILLA,118780,5,1,1924,PMapTH05,11878001
4073,POTTINGER,GORAGILLA,118779,6,1,1936,PMapTH05,11877901
4073,POTTINGER,GORAGILLA,118779,6,1,1936,PMapTH05,11877902
4074,POTTINGER,SALTWATER,151011,1,1, ,PMapTH05,15101101
4074,POTTINGER,SALTWATER,151011,1,1, ,PMapTH05,15101102
4074,POTTINGER,SALTWATER,151011,1,1, ,PMapTH05,15101103
4074,POTTINGER,SALTWATER,151011,1,1, ,PMapTH05,15101104
4074,POTTINGER,SALTWATER,118697,2,1,1893,PMapTH05,11869701
4074,POTTINGER,SALTWATER,118696,3,1,1913,PMapTH05,11869601
4074,POTTINGER,SALTWATER,118695,4,1,1917,PMapTH05,11869501
4074,POTTINGER,SALTWATER,118695,4,1,1917,PMapTH05,11869502
4074,POTTINGER,SALTWATER,118694,5,1,1936,PMapTH05,11869401
4074,POTTINGER,SALTWATER,118694,5,1,1936,PMapTH05,11869402
4076,POTTINGER,GARRAWILLIA,151013,1,1, ,PMapTH05,15101301
4076,POTTINGER,GARRAWILLIA,151013,1,1, ,PMapTH05,15101302
4076,POTTINGER,GARRAWILLIA,151013,1,1, ,PMapTH05,15101303
4076,POTTINGER,GARRAWILLIA,151013,1,1, ,PMapTH05,15101304
4076,POTTINGER,GARRAWILLIA,118798,2,1,1896,PMapTH05,11879801
4076,POTTINGER,GARRAWILLIA,118797,3,1,1908,PMapTH05,11879701
4076,POTTINGER,GARRAWILLIA,118796,4,1,1917,PMapTH05,11879601
4076,POTTINGER,GARRAWILLIA,118795,5,1,1927,PMapTH05,11879501
4076,POTTINGER,GARRAWILLIA,118794,6,1,1940,PMapTH05,11879401
4078,RALEIGH,ALLGOMERA,139358,2,1, ,PMapMD07,13935801
4078,RALEIGH,ALLGOMERA,105756,3,1,1908,PMapTE08,10575601
4078,RALEIGH,ALLGOMERA,105293,4,1,1912,PMapTE08,10529301
4078,RALEIGH,ALLGOMERA,139152,4,1,1912,PMapMD07,13915201
4078,RALEIGH,ALLGOMERA,105292,4,2,1912,PMapTE08,10529201
4078,RALEIGH,ALLGOMERA,105755,5,1,1925,PMapTE08,10575501
4078,RALEIGH,ALLGOMERA,139359,5,1,1925,PMapMD07,13935901
4078,RALEIGH,ALLGOMERA,105754,6,1,1938,PMapTE08,10575401
4079,RALEIGH,BELMORE,149408,2,1, ,PMapGF07,14940801
4079,RALEIGH,BELMORE,104569,3,1,1911,PMapGF07,10456901
4079,RALEIGH,BELMORE,104568,4,1,1917,PMapGF07,10456801
4079,RALEIGH,BELMORE,104567,5,1,1925,PMapGF07,10456701
4079,RALEIGH,BELMORE,104566,6,1,1928,PMapGF07,10456601
407,BENARBA,BOOLMUCKLEDI,127053,1,1,1880,PMapME02,12705301
407,BENARBA,BOOLMUCKLEDI,127054,2,1,1897,PMapME02,12705401
407,BENARBA,BOOLMUCKLEDI,127052,3,1,1927,PMapME02,12705201
4080,RALEIGH,BONVILLE,149518,1,1, ,PMapGF07,14951801
4080,RALEIGH,BONVILLE,149518,1,1, ,PMapGF07,14951802
4080,RALEIGH,BONVILLE,149518,1,1, ,PMapGF07,14951803
4080,RALEIGH,BONVILLE,149518,1,1, ,PMapGF07,14951804
4080,RALEIGH,BONVILLE,149409,2,1, ,PMapGF07,14940901
4080,RALEIGH,BONVILLE,149278,4,1, ,PMapGF07,14927801
4080,RALEIGH,BONVILLE,104574,7,1,1914,PMapGF07,10457401
4080,RALEIGH,BONVILLE,104570,8,1,1922,PMapGF07,10457001
4080,RALEIGH,BONVILLE,104573,9,1,1926,PMapGF07,10457301
4080,RALEIGH,BONVILLE,104572,10,1,1940,PMapGF07,10457201
4080,RALEIGH,BONVILLE,104571,11,1,1955,PMapGF07,10457101
4080,RALEIGH,BONVILLE,106988,12,1,1958,PMapGF07,10698801
4080,RALEIGH,BONVILLE,106988,12,1,1958,PMapGF07,10698802
4081,RALEIGH,BOWRA,139360,2,1, ,PMapMD07,13936001
4081,RALEIGH,BOWRA,107240,3,1,1905,PMapGF07,10724001
4081,RALEIGH,BOWRA,104575,4,1,1913,PMapGF07,10457501
4081,RALEIGH,BOWRA,139153,4,1, ,PMapMD07,13915301
4081,RALEIGH,BOWRA,104576,5,1,1917,PMapGF07,10457601
4081,RALEIGH,BOWRA,139154,5,1, ,PMapMD07,13915401
4081,RALEIGH,BOWRA,104577,6,1,1927,PMapGF07,10457701
4081,RALEIGH,BOWRA,105543,6,1,1927,PMapTE08,10554301
4081,RALEIGH,BOWRA,139361,6,1,1927,PMapMD07,13936101
4081,RALEIGH,BOWRA,139361,6,1,1927,PMapMD07,13936102
4081,RALEIGH,BOWRA,104578,7,1,1957,PMapGF07,10457801
4081,RALEIGH,BOWRA,105619,7,1,1957,PMapTE08,10561901
4082,RALEIGH,BUCKRA BENDINNI,107241,2,1,1901,PMapGF07,10724101
4082,RALEIGH,BUCKRA BENDINNI,107242,3,1,1914,PMapGF07,10724201
4082,RALEIGH,BUCKRA BENDINNI,107243,4,1,1939,PMapGF07,10724301
4083,RALEIGH,DENISON,149064,2,1, ,PMapTE08,14906401
4083,RALEIGH,DENISON,105694,3,1,1908,PMapTE08,10569401
4083,RALEIGH,DENISON,105693,4,1,1914,PMapTE08,10569301
4083,RALEIGH,DENISON,139620,4,1,1914,PMapTE08,13962001
4083,RALEIGH,DENISON,105692,5,1,1931,PMapTE08,10569201
4083,RALEIGH,DENISON,149065,5,1,1931,PMapTE08,14906501
4083,RALEIGH,DENISON,105668,6,1,1954,PMapTE08,10566801
4084,RALEIGH,DINGLE,104581,2,1,1902,PMapGF07,10458101
4084,RALEIGH,DINGLE,149410,3,1, ,PMapGF07,14941001
4084,RALEIGH,DINGLE,104582,4,1,1913,PMapGF07,10458201
4084,RALEIGH,DINGLE,150433,4,1,1913,PMapAE09,15043301
4084,RALEIGH,DINGLE,104579,5,1,1925,PMapGF07,10457901
4084,RALEIGH,DINGLE,150796,5,1,1925,PMapAE09,15079601
4084,RALEIGH,DINGLE,150521,6,1,1939,PMapAE09,15052101
4084,RALEIGH,DINGLE,104580,6,3,1939,PMapGF07,10458001
4084,RALEIGH,DINGLE,104580,6,3,1939,PMapGF07,10458002
4085,RALEIGH,DUDLEY,107245,3,1,1909,PMapGF07,10724501
4085,RALEIGH,DUDLEY,107244,4,1,1920,PMapGF07,10724401
4086,RALEIGH,GLADSTONE,107247,2,1,1903,PMapGF07,10724701
4086,RALEIGH,GLADSTONE,107249,3,1,1911,PMapGF07,10724901
4086,RALEIGH,GLADSTONE,107248,4,1,1917,PMapGF07,10724801
4086,RALEIGH,GLADSTONE,107246,5,1,1926,PMapGF07,10724601
4086,RALEIGH,GLADSTONE,104728,6,2,1942,PMapGF07,10472801
4087,RALEIGH,HERBORN,104588,3,1,1910,PMapGF07,10458801
4087,RALEIGH,HERBORN,104590,4,1,1918,PMapGF07,10459001
4087,RALEIGH,HERBORN,104855,5,1,1925,PMapGF07,10485501
4087,RALEIGH,HERBORN,104589,6,1,1940,PMapGF07,10458901
4088,RALEIGH,INGALBA,105210,1,1,1886,PMapTE08,10521001
4088,RALEIGH,INGALBA,105721,2,1,1910,PMapTE08,10572101
4088,RALEIGH,INGALBA,149066,2,1,1910,PMapTE08,14906601
4088,RALEIGH,INGALBA,105720,3,1,1926,PMapTE08,10572001
4088,RALEIGH,INGALBA,149067,3,1,1926,PMapTE08,14906701
4089,RALEIGH,KETELGHAY,149275,2,1, ,PMapGF07,14927501
4089,RALEIGH,KETELGHAY,149275,2,1, ,PMapGF07,14927502
4089,RALEIGH,KETELGHAY,107252,3,1,1907,PMapGF07,10725201
4089,RALEIGH,KETELGHAY,107251,4,1,1916,PMapGF07,10725101
4089,RALEIGH,KETELGHAY,107250,5,1,1938,PMapGF07,10725001
408,BENARBA,BOOMI,127048,1,1,1881,PMapME02,12704801
408,BENARBA,BOOMI,127047,2,1,1897,PMapME02,12704701
408,BENARBA,BOOMI,127046,3,1,1923,PMapME02,12704601
4090,RALEIGH,MEDLOW,107062,3,1,1901,PMapGF07,10706201
4090,RALEIGH,MEDLOW,104856,4,1,1912,PMapGF07,10485601
4090,RALEIGH,MEDLOW,104857,5,1,1921,PMapGF07,10485701
4090,RALEIGH,MEDLOW,104626,6,1,1933,PMapGF07,10462601
4091,RALEIGH,MERRYLEGAI,149411,2,1, ,PMapGF07,14941101
4091,RALEIGH,MERRYLEGAI,104860,3,1,1904,PMapGF07,10486001
4091,RALEIGH,MERRYLEGAI,104859,4,1,1918,PMapGF07,10485901
4091,RALEIGH,MERRYLEGAI,104858,5,1,1930,PMapGF07,10485801
4091,RALEIGH,MERRYLEGAI,104861,6,1,1954,PMapGF07,10486101
4092,RALEIGH,MISSABOTTI,149281,2,1, ,PMapGF07,14928101
4092,RALEIGH,MISSABOTTI,149412,3,1, ,PMapGF07,14941201
4092,RALEIGH,MISSABOTTI,107117,4,1,1909,PMapGF07,10711701
4092,RALEIGH,MISSABOTTI,107113,5,1,1917,PMapGF07,10711301
4092,RALEIGH,MISSABOTTI,107112,6,1,1925,PMapGF07,10711201
4092,RALEIGH,MISSABOTTI,107057,7,1,1933,PMapGF07,10705701
4092,RALEIGH,MISSABOTTI,107056,8,1,1955,PMapGF07,10705601
4093,RALEIGH,NAMBUCCA,139627,2,1, ,PMapTE08,13962701
4093,RALEIGH,NAMBUCCA,104729,4,1,1909,PMapGF07,10472901
4093,RALEIGH,NAMBUCCA,139626,4,1,1909,PMapTE08,13962601
4093,RALEIGH,NAMBUCCA,107110,5,1,1914,PMapGF07,10711001
4093,RALEIGH,NAMBUCCA,139628,5,1,1914,PMapTE08,13962801
4093,RALEIGH,NAMBUCCA,107058,5,2,1914,PMapGF07,10705801
4093,RALEIGH,NAMBUCCA,104730,6,1,1921,PMapGF07,10473001
4093,RALEIGH,NAMBUCCA,139629,6,1,1921,PMapTE08,13962901
4093,RALEIGH,NAMBUCCA,107055,7,1,1933,PMapGF07,10705501
4093,RALEIGH,NAMBUCCA,139624,7,1,1933,PMapTE08,13962401
4093,RALEIGH,NAMBUCCA,104622,8,1,1944,PMapGF07,10462201
4093,RALEIGH,NAMBUCCA,139625,8,1,1944,PMapTE08,13962501
4093,RALEIGH,NAMBUCCA,139625,8,1,1944,PMapTE08,13962502
4093,RALEIGH,NAMBUCCA,139625,8,1,1944,PMapTE08,13962503
4093,RALEIGH,NAMBUCCA,104621,9,1,1956,PMapGF07,10462101
4093,RALEIGH,NAMBUCCA,139630,9,1,1956,PMapTE08,13963001
4093,RALEIGH,NAMBUCCA,139630,9,1,1956,PMapTE08,13963002
4093,RALEIGH,NAMBUCCA,139630,9,1,1956,PMapTE08,13963003
4093,RALEIGH,NAMBUCCA,149004,10,1, ,PMapMD07,14900401
4093,RALEIGH,NAMBUCCA,149004,10,1, ,PMapMD07,14900402
4094,RALEIGH,NEVER NEVER,149413,3,1, ,PMapGF07,14941301
4094,RALEIGH,NEVER NEVER,104727,4,1,1908,PMapGF07,10472701
4094,RALEIGH,NEVER NEVER,149274,5,1, ,PMapGF07,14927401
4094,RALEIGH,NEVER NEVER,104725,6,1,1918,PMapGF07,10472501
4094,RALEIGH,NEVER NEVER,104726,7,1,1925,PMapGF07,10472601
4094,RALEIGH,NEVER NEVER,104724,8,2,1934,PMapGF07,10472401
4095,RALEIGH,NEWRY,149272,1,1, ,PMapGF07,14927201
4095,RALEIGH,NEWRY,149272,1,1, ,PMapGF07,14927202
4095,RALEIGH,NEWRY,149272,1,1, ,PMapGF07,14927203
4095,RALEIGH,NEWRY,149272,1,1, ,PMapGF07,14927204
4095,RALEIGH,NEWRY,149271,2,1, ,PMapGF07,14927101
4095,RALEIGH,NEWRY,107059,4,1,1911,PMapGF07,10705901
4095,RALEIGH,NEWRY,107061,5,1,1916,PMapGF07,10706101
4095,RALEIGH,NEWRY,107060,6,1,1923,PMapGF07,10706001
4095,RALEIGH,NEWRY,107116,7,1,1935,PMapGF07,10711601
4095,RALEIGH,NEWRY,107076,8,1,1943,PMapGF07,10707601
4096,RALEIGH,NORTH BELLINGEN,149276,3,1, ,PMapGF07,14927601
4096,RALEIGH,NORTH BELLINGEN,149277,4,1, ,PMapGF07,14927701
4096,RALEIGH,NORTH BELLINGEN,149407,5,1, ,PMapGF07,14940701
4096,RALEIGH,NORTH BELLINGEN,107025,6,1,1914,PMapGF07,10702501
4096,RALEIGH,NORTH BELLINGEN,107025,6,1,1914,PMapGF07,10702502
4096,RALEIGH,NORTH BELLINGEN,107024,6,2,1914,PMapGF07,10702401
4096,RALEIGH,NORTH BELLINGEN,107026,7,1,1925,PMapGF07,10702601
4096,RALEIGH,NORTH BELLINGEN,106986,8,1,1930,PMapGF07,10698601
4096,RALEIGH,NORTH BELLINGEN,106986,8,1,1930,PMapGF07,10698602
4096,RALEIGH,NORTH BELLINGEN,106987,9,1,1944,PMapGF07,10698701
4096,RALEIGH,NORTH BELLINGEN,106987,9,1,1944,PMapGF07,10698702
4096,RALEIGH,NORTH BELLINGEN,104539,9,2,1944,PMapGF07,10453901
4097,RALEIGH,NORTH CREEK,107253,2,1,1901,PMapGF07,10725301
4097,RALEIGH,NORTH CREEK,107254,3,1,1913,PMapGF07,10725401
4097,RALEIGH,NORTH CREEK,107255,4,1,1925,PMapGF07,10725501
4097,RALEIGH,NORTH CREEK,107078,5,1,1943,PMapGF07,10707801
4098,RALEIGH,OAKES,106928,1,1,1885,PMapGF07,10692801
4098,RALEIGH,OAKES,104731,2,1,1912,PMapGF07,10473101
4098,RALEIGH,OAKES,107085,3,1,1929,PMapGF07,10708501
4099,RALEIGH,RALEIGH,106927,1,1,1886,PMapGF07,10692701
4099,RALEIGH,RALEIGH,107077,2,1,1909,PMapGF07,10707701
4099,RALEIGH,RALEIGH,107086,3,1,1929,PMapGF07,10708601
409,BENARBA,BOONALDOON,127038,1,1,1880,PMapME02,12703801
409,BENARBA,BOONALDOON,127037,2,1,1896,PMapME02,12703701
409,BENARBA,BOONALDOON,127036,3,1,1914,PMapME02,12703601
409,BENARBA,BOONALDOON,127035,4,1,1939,PMapME02,12703501
40,ARGYLE,NORRONG,138405,6,1, ,PMapGN02,13840501
40,ARGYLE,NORRONG,102249,7,1, ,PMapGN02,10224901
4100,RALEIGH,SOUTH BELLINGEN,149273,2,1, ,PMapGF07,14927301
4100,RALEIGH,SOUTH BELLINGEN,149273,2,1, ,PMapGF07,14927302
4100,RALEIGH,SOUTH BELLINGEN,107023,4,1,1909,PMapGF07,10702301
4100,RALEIGH,SOUTH BELLINGEN,107022,5,1,1913,PMapGF07,10702201
4100,RALEIGH,SOUTH BELLINGEN,107022,5,1,1913,PMapGF07,10702202
4100,RALEIGH,SOUTH BELLINGEN,107021,7,1,1925,PMapGF07,10702101
4100,RALEIGH,SOUTH BELLINGEN,107021,7,1,1925,PMapGF07,10702102
4100,RALEIGH,SOUTH BELLINGEN,106993,8,1,1939,PMapGF07,10699301
4100,RALEIGH,SOUTH BELLINGEN,106993,8,1,1939,PMapGF07,10699302
4100,RALEIGH,SOUTH BELLINGEN,106985,9,1,1959,PMapGF07,10698501
4100,RALEIGH,SOUTH BELLINGEN,106985,9,1,1959,PMapGF07,10698502
4101,RALEIGH,TIMBOON,149322,1,1, ,PMapGF07,14932201
4101,RALEIGH,TIMBOON,107257,2,1,1908,PMapGF07,10725701
4101,RALEIGH,TIMBOON,149547,3,1, ,PMapGF07,14954701
4101,RALEIGH,TIMBOON,107256,4,1,1913,PMapGF07,10725601
4102,RALEIGH,UNKYA,105376,3,1,1903,PMapTE08,10537601
4102,RALEIGH,UNKYA,105375,4,1,1910,PMapTE08,10537501
4102,RALEIGH,UNKYA,105372,5,1,1913,PMapTE08,10537201
4102,RALEIGH,UNKYA,105371,6,1,1921,PMapTE08,10537101
4102,RALEIGH,UNKYA,105323,7,1,1939,PMapTE08,10532301
4103,RALEIGH,VALLEY VALLEY,149270,1,1, ,PMapGF07,14927001
4103,RALEIGH,VALLEY VALLEY,149270,1,1, ,PMapGF07,14927002
4103,RALEIGH,VALLEY VALLEY,149270,1,1, ,PMapGF07,14927003
4103,RALEIGH,VALLEY VALLEY,149270,1,1, ,PMapGF07,14927004
4103,RALEIGH,VALLEY VALLEY,107081,3,1,1909,PMapGF07,10708101
4103,RALEIGH,VALLEY VALLEY,107082,4,1,1915,PMapGF07,10708201
4103,RALEIGH,VALLEY VALLEY,107080,5,1,1925,PMapGF07,10708001
4103,RALEIGH,VALLEY VALLEY,107079,6,2,1934,PMapGF07,10707901
4103,RALEIGH,VALLEY VALLEY,106910,6,3,1934,PMapGF07,10691001
4103,RALEIGH,VALLEY VALLEY,149279,7,1, ,PMapGF07,14927901
4104,RALEIGH,VAUTIN,107083,2,1,1902,PMapGF07,10708301
4104,RALEIGH,VAUTIN,104755,4,1,1915,PMapGF07,10475501
4104,RALEIGH,VAUTIN,107084,5,1,1925,PMapGF07,10708401
4104,RALEIGH,VAUTIN,107258,6,1,1939,PMapGF07,10725801
4104,RALEIGH,VAUTIN,107258,6,1,1939,PMapGF07,10725802
4105,RALEIGH,WARRELL,139621,1,1, ,PMapTE08,13962101
4105,RALEIGH,WARRELL,139621,1,1, ,PMapTE08,13962102
4105,RALEIGH,WARRELL,139621,1,1, ,PMapTE08,13962103
4105,RALEIGH,WARRELL,139621,1,1, ,PMapTE08,13962104
4105,RALEIGH,WARRELL,149068,2,1, ,PMapTE08,14906801
4105,RALEIGH,WARRELL,105216,3,1,1907,PMapTE08,10521601
4105,RALEIGH,WARRELL,105215,4,1,1909,PMapTE08,10521501
4105,RALEIGH,WARRELL,105214,5,1,1917,PMapTE08,10521401
4105,RALEIGH,WARRELL,139622,5,1,1917,PMapTE08,13962201
4105,RALEIGH,WARRELL,105213,6,1,1924,PMapTE08,10521301
4105,RALEIGH,WARRELL,139623,6,1,1924,PMapTE08,13962301
4105,RALEIGH,WARRELL,105212,7,1,1941,PMapTE08,10521201
4105,RALEIGH,WARRELL,149069,7,1,1941,PMapTE08,14906901
4105,RALEIGH,WARRELL,105140,8,1,1961,PMapTE08,10514001
4107,RALEIGH,YARRANBELLA,149280,2,1, ,PMapGF07,14928001
4107,RALEIGH,YARRANBELLA,149280,2,1, ,PMapGF07,14928002
4107,RALEIGH,YARRANBELLA,104757,4,1,1913,PMapGF07,10475701
4107,RALEIGH,YARRANBELLA,104756,4,2,1913,PMapGF07,10475601
4107,RALEIGH,YARRANBELLA,104751,5,1,1925,PMapGF07,10475101
4107,RALEIGH,YARRANBELLA,104754,6,2,1942,PMapGF07,10475401
4107,RALEIGH,YARRANBELLA,149489,7,1, ,PMapGF07,14948901
4108,RALEIGH,CONGARINNI,139155,1,1, ,PMapMD07,13915501
4108,RALEIGH,CONGARINNI,139155,1,1, ,PMapMD07,13915502
4108,RALEIGH,CONGARINNI,139155,1,1, ,PMapMD07,13915503
4108,RALEIGH,CONGARINNI,139155,1,1, ,PMapMD07,13915504
4108,RALEIGH,CONGARINNI,139156,2,1, ,PMapMD07,13915601
4108,RALEIGH,CONGARINNI,139157,3,1, ,PMapMD07,13915701
4108,RALEIGH,CONGARINNI,105641,4,1,1909,PMapTE08,10564101
4108,RALEIGH,CONGARINNI,105209,5,1,1914,PMapTE08,10520901
4108,RALEIGH,CONGARINNI,139159,5,1,1914,PMapMD07,13915901
4108,RALEIGH,CONGARINNI,105208,5,2,1914,PMapTE08,10520801
4108,RALEIGH,CONGARINNI,105633,6,1,1922,PMapTE08,10563301
4108,RALEIGH,CONGARINNI,139362,6,1,1922,PMapMD07,13936201
4108,RALEIGH,CONGARINNI,105088,7,1,1931,PMapTE08,10508801
4108,RALEIGH,CONGARINNI,139158,7,1,1931,PMapMD07,13915801
4108,RALEIGH,CONGARINNI,105621,8,1,1954,PMapTE08,10562101
4108,RALEIGH,CONGARINNI,139363,8,1,1954,PMapMD07,13936301
4108,RALEIGH,CONGARINNI,105087,9,1,1958,PMapTE08,10508701
4108,RALEIGH,CONGARINNI,105087,9,1,1958,PMapTE08,10508702
410,BENARBA,BOONANGAR,127031,1,1,1881,PMapME02,12703101
410,BENARBA,BOONANGAR,127030,2,1,1897,PMapME02,12703001
410,BENARBA,BOONANGAR,127029,3,1,1919,PMapME02,12702901
4110,RICHMOND,BUNDOCK,104747,3,1,1911,PMapGF07,10474701
4110,RICHMOND,BUNDOCK,104748,4,1,1920,PMapGF07,10474801
4110,RICHMOND,BUNDOCK,104746,5,1,1929,PMapGF07,10474601
4110,RICHMOND,BUNDOCK,104749,6,1,1943,PMapGF07,10474901
4111,RICHMOND,BUNGAWALBIN,149414,2,1, ,PMapGF07,14941401
4111,RICHMOND,BUNGAWALBIN,149284,3,1, ,PMapGF07,14928401
4111,RICHMOND,BUNGAWALBIN,104744,5,1,1914,PMapGF07,10474401
4111,RICHMOND,BUNGAWALBIN,104745,6,1,1922,PMapGF07,10474501
4111,RICHMOND,BUNGAWALBIN,104752,7,1,1932,PMapGF07,10475201
4111,RICHMOND,BUNGAWALBIN,104753,8,1,1943,PMapGF07,10475301
4112,RICHMOND,BUSBY,149415,2,1, ,PMapGF07,14941501
4112,RICHMOND,BUSBY,107044,3,1,1908,PMapGF07,10704401
4112,RICHMOND,BUSBY,107261,4,1,1916,PMapGF07,10726101
4112,RICHMOND,BUSBY,104750,5,1,1932,PMapGF07,10475001
4113,RICHMOND,CAMIRA,149282,1,1, ,PMapGF07,14928201
4113,RICHMOND,CAMIRA,149282,1,1, ,PMapGF07,14928202
4113,RICHMOND,CAMIRA,149282,1,1, ,PMapGF07,14928203
4113,RICHMOND,CAMIRA,149282,1,1, ,PMapGF07,14928204
4113,RICHMOND,CAMIRA,149416,2,1, ,PMapGF07,14941601
4113,RICHMOND,CAMIRA,104849,3,1,1908,PMapGF07,10484901
4113,RICHMOND,CAMIRA,104847,4,1,1915,PMapGF07,10484701
4113,RICHMOND,CAMIRA,104848,5,1,1927,PMapGF07,10484801
4114,RICHMOND,COOMBELL,149418,2,1, ,PMapGF07,14941801
4114,RICHMOND,COOMBELL,104852,3,1, ,PMapGF07,10485201
4114,RICHMOND,COOMBELL,104850,4,1,1913,PMapGF07,10485001
4114,RICHMOND,COOMBELL,104851,5,1,1925,PMapGF07,10485101
4115,RICHMOND,DARKE,149285,2,1, ,PMapGF07,14928501
4115,RICHMOND,DARKE,149285,2,1, ,PMapGF07,14928502
4115,RICHMOND,DARKE,149285,2,1, ,PMapGF07,14928503
4115,RICHMOND,DARKE,149285,2,1, ,PMapGF07,14928504
4115,RICHMOND,DARKE,104704,4,1,1906,PMapGF07,10470401
4115,RICHMOND,DARKE,104586,5,1,1916,PMapGF07,10458601
4115,RICHMOND,DARKE,104628,6,1,1929,PMapGF07,10462801
